frame_id,asset_id,source_name,frame_path,timestamp_s,frame_index,width,height,zone_l1,confuser_tags,use_purpose,split,quality_flag,reviewer_notes,sha256
SHIP_DVIDS_001_43d8ae95ea390bca,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000171.jpg,171,171,854,480,engine_room,none,synth_background,train,good,,6b331f9b953736e1e7afbc1a2ef8c44d08c7744a15c7a37cd3878a87fe223e1e
SHIP_DVIDS_001_8aa97d2019331345,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000172.jpg,172,172,854,480,engine_room,none,synth_background,train,good,,2703920a1f802d665e530a262dc3ce74815701789a2420fe381306c857b03e8e
SHIP_DVIDS_001_c637ced263526654,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000173.jpg,173,173,854,480,engine_room,none,synth_background,train,good,,2a0d321c19fa8fea9b38b698cf83b404c3d4227981b7b81f060ef5034ad44a90
SHIP_DVIDS_001_b59f3cd9d4e4ac18,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000174.jpg,174,174,854,480,engine_room,none,synth_background,train,good,,b6375b8ad76d13fac209c702b0c84657d51ac811385d84b6b524ed61b3660206
SHIP_DVIDS_001_9b1335e186fa052a,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000175.jpg,175,175,854,480,engine_room,none,synth_background,train,good,,4fc8f85e30b981623310128efe431f5d4d9cd1c73fc6644cbf54b4161562404c
SHIP_DVIDS_001_802a9a2276c42114,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000176.jpg,176,176,854,480,engine_room,none,synth_background,train,good,,542db98b89c9adcd92f451bcf51f16568603be92e905d6ee39fb516dff8461fa
SHIP_DVIDS_001_31963e204b2f18a5,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000177.jpg,177,177,854,480,engine_room,none,synth_background,train,good,,2e3cefee4a7902988517d58cfb52df47c6215ca3e805ae2e02d1750431d54dd9
SHIP_DVIDS_001_9b54493d5767b642,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000178.jpg,178,178,854,480,engine_room,none,synth_background,train,good,,ba87636b483f8cd88ddaac9a6e527ec4227c1f1a54ea2a78943deb5ea2c0c3ab
SHIP_DVIDS_001_8ab560aca62dea3e,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000179.jpg,179,179,854,480,engine_room,none,synth_background,train,good,,d544c868dec6d81b7fc03cf8ed6ae11eae6215690754aadc50bcdd148d30099b
SHIP_DVIDS_001_ba70daf85f88ed36,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000180.jpg,180,180,854,480,engine_room,none,synth_background,train,good,,22c62293532610f8ac8a0492a74b475f844153c2b6e4de3096cb94113dff69ed
SHIP_DVIDS_001_2b21551e71770107,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000181.jpg,181,181,854,480,engine_room,none,synth_background,train,good,,4b61ae714e8cd06c48b1f1e5db60088c4bf5e4edc194236597dbc0ea82d3b201
SHIP_DVIDS_001_1a343d6d4d7c7e82,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000182.jpg,182,182,854,480,engine_room,none,synth_background,train,good,,8f6e26546c58cc3930f4c54da3bd84417141c7fc0f28c7c2be4c29615382482b
SHIP_DVIDS_001_dd51bee438846763,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000183.jpg,183,183,854,480,engine_room,none,synth_background,train,good,,bd30bb766a5c08e6f14edf1ca799419caa888aed8125213654951d1aa4599e06
SHIP_DVIDS_001_63b2ae8c8ae0a59b,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000184.jpg,184,184,854,480,engine_room,none,synth_background,train,good,,2e6d8bbe7576064e183a9275302e4ec548957b5cfa8cccadaaaf5506503dacb5
SHIP_DVIDS_001_9858e43618904ec7,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000185.jpg,185,185,854,480,engine_room,none,synth_background,train,good,,e4f44bec6b61c84f8eb7d2e0857f8dfb0e21071e9bbaffc5735394c15dd36dd7
SHIP_DVIDS_001_98a57762129a15a6,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000186.jpg,186,186,854,480,engine_room,none,synth_background,train,good,,5a7589a5421fede4ff4b224de6ca915036b9f27795ee0a745f281f3e1749783d
SHIP_DVIDS_001_0201649d22d815b3,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000187.jpg,187,187,854,480,engine_room,none,synth_background,train,good,,4387682a6fc5ec276c4bdd6643e8e57948f2f0aba583cc30dce0826f4cd986c4
SHIP_DVIDS_001_510114257c1b9c7d,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000188.jpg,188,188,854,480,engine_room,none,synth_background,train,good,,b519b51917a6bc9d35aabf512892724997a664e6704fd1ca3e4ea7e4fd8cebdf
SHIP_DVIDS_001_c8ab8314378c8707,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000189.jpg,189,189,854,480,engine_room,none,synth_background,train,good,,70513da19afe65020c26ef6917b56b5e5acf0c9ecaa0bfab5783c3d6de1162c8
SHIP_DVIDS_001_85ac5c3ad8613d4b,SHIP_DVIDS_001,DVIDS,02_processed/frames/ship_like/DVIDS/20260426/SHIP_DVIDS_001/frame_000190.jpg,190,190,854,480,engine_room,none,synth_background,train,good,,d726309bda5ff73a3a6ea95f7e208e996ed7823986fbe6a232ca7d5d764e9fdb
